Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52
Time,Extracellular.Covid,Extracellular.ACE2,Extracellular.ACE2:Covid,Extracellular.SARS_CoV_2,Cell.Covid_transcribed,Cell.ribosome,Cell.Ribosome:Covid,Cell.nsp1,Cell.S,Cell.MDA5,Cell.d_IRF37_p,Cell.early_RNA,Cell.IFN_1,Cell.early_ISG_product,Cell.d_STAT12_p,Cell.IRF9,Cell.ISGF3,Cell.ISG_RNA,Cell.ISG_product,Cell.MDA5:dsRNA,Cell.SARS_CoV_2,Cell.OAS_1_mRNA,Cell.pppa(2'p5'A)n,Cell.RNaseL_act,Cell.RNaseL_inact,Cell.PKR_mRNA,Cell.PKR_act,Cell.EIF2a,Cell.EIF2a_act,Cell.Covid_local,Cell.ribosome:early_RNA,Cell.Ribosome:OAS_1_mRNA,Cell.OAS_1,Cell.Ribosome:PKR_mRNA,Cell.PKR_inac,Cell.Ribosome:ISG_RNA,Cell.nsp8,Cell.nsp9,Cell.nsp16,Cell.dsRNA_frag,Cell.E,Cell.M,Cell.N,Nucelus.d_IRF37_p,Nucelus.Early_ISG_RNA,Nucelus.ISGF3,Nucelus.ISG_RNA,Nucelus.OAS_1_mRNA_nuc,Nucelus.PKR_mRNA_Nuc,BU2.trans1_B,BU2.trans1_U
0,0,50,1,0,0,1000,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2.529822128e-08,2.52981932e-08,50,0.9999999494,9.036025549e-142,5.400727776e-16,1000,1.152985486e-20,2.461475271e-28,2.461475271e-28,1,2.461475586e-31,0.9999747023,5.400728237e-13,5.400728353e-13,1.152985782e-20,1,2.461475797e-28,2.39497603e-51,1.091551967e-63,1.152985658e-23,4.232586309e-134,0.9999747023,1.152985708e-23,6.227095672e-39,2.529822074e-08,0.9999747023,1.152985679e-23,2.529822074e-08,6.226962735e-39,2.529821966e-08,2.529768013e-05,2.529768013e-05,1,2.529768013e-05,0.9999999747,5.112964639e-56,2.461475271e-28,2.461475271e-28,2.461475271e-28,0,2.461475271e-28,2.461475271e-28,2.461475271e-28,5.25493272e-39,1.12186032e-46,5.254932945e-36,1.121860368e-43,1,1,1,1
5.059644256e-08,5.059635393e-08,50,0.9999998988,2.552123149e-138,1.704520069e-15,1000,4.971916939e-20,1.346015748e-27,1.346015748e-27,1,1.346015957e-30,0.9999494053,1.704520268e-12,1.704520318e-12,4.971918555e-20,1,1.346016096e-27,2.140308469e-50,1.227875397e-62,4.971917882e-23,1.194956763e-130,0.9999494053,4.971918151e-23,6.090436393e-38,5.059644086e-08,0.9999494053,4.971917933e-23,5.059644086e-08,6.090290842e-38,5.059643745e-08,5.059473463e-05,5.059473463e-05,1,5.059473463e-05,0.9999999494,5.160401368e-55,1.346015748e-27,1.346015748e-27,1.346015748e-27,1.168374701e-60,1.346015748e-27,1.346015748e-27,1.346015748e-27,3.481102656e-38,8.728707972e-46,3.48110283e-35,8.7287084e-43,1,1,1,1
7.589466384e-08,7.58944815e-08,50,0.9999998482,5.546097998e-136,3.5064892e-15,1000,1.3054021e-19,4.304590213e-27,4.304590213e-27,1,4.304591001e-30,0.9999241088,3.506489722e-12,3.506489853e-12,1.305402617e-19,1,4.304591526e-27,1.053909376e-49,7.462533142e-62,1.305402402e-22,2.584040901e-128,0.9999241088,1.305402488e-22,2.80948719e-37,7.589466034e-08,0.9999241088,1.305402406e-22,7.589466034e-08,2.809410477e-37,7.589465332e-08,7.589115034e-05,7.589115034e-05,1,7.589115034e-05,0.9999999241,2.838581535e-54,4.304590213e-27,4.304590213e-27,4.304590213e-27,1.721149697e-59,4.304590213e-27,4.304590213e-27,4.304590213e-27,1.313227309e-37,3.795198301e-45,1.313227385e-34,3.795198512e-42,1,1,1,1
3.288768767e-07,3.288728971e-07,50,0.9999993423,5.544767783e-121,7.65142113e-14,1000,1.659148167e-17,3.550990759e-24,3.550990759e-24,1,3.55099531e-27,0.9996711997,7.651427762e-11,7.651429421e-11,1.659152428e-17,1,3.550998341e-24,3.455884428e-44,1.575080059e-54,1.659150653e-20,2.597238419e-114,0.9996711998,1.659151363e-20,1.16553048e-33,3.288768001e-07,0.9996711998,1.659150824e-20,3.288768001e-07,1.165281583e-33,3.288766471e-07,0.0003288002093,0.0003288002093,1,0.0003288002093,0.9999996712,7.377870738e-48,3.550990759e-24,3.550990759e-24,3.550990759e-24,1.086879164e-54,3.550990759e-24,3.550990759e-24,3.550990759e-24,7.583735218e-34,1.619112864e-40,7.583738452e-31,1.619113554e-37,1,1,1,1
5.818590895e-07,5.818480578e-07,50,0.9999988363,9.851368424e-118,2.120858562e-13,1000,6.443880373e-17,1.786154612e-23,1.786154612e-23,1,1.786157426e-26,0.9994183532,2.120861137e-10,2.120861781e-10,6.443901802e-17,1,1.786159301e-23,2.936069574e-43,1.702359566e-53,6.443892877e-20,4.611501185e-111,0.9994183534,6.443896451e-20,9.352014261e-33,5.818588773e-07,0.9994183534,6.443893193e-20,5.818588773e-07,9.34972738e-33,5.81858453e-07,0.0005816465791,0.0005816465791,1,0.0005816465791,0.9999994184,7.121095708e-47,1.786154612e-23,1.786154612e-23,1.786154612e-23,2.481645733e-52,1.786154612e-23,1.786154612e-23,1.786154612e-23,4.689963565e-33,1.188434447e-39,4.689965938e-30,1.188435034e-36,1,1,1,1
8.348413023e-07,8.34819902e-07,50,0.9999983303,1.640473211e-115,4.113904566e-13,1000,1.597348872e-16,5.419702119e-23,5.419702119e-23,1,5.419712245e-26,0.9991655705,4.113910949e-10,4.113912546e-10,1.597355374e-16,1,5.419718989e-23,1.390749429e-42,1.001512878e-52,1.597352666e-19,7.630836173e-109,0.9991655709,1.597353751e-19,3.909935104e-32,8.348408907e-07,0.9991655709,1.597352649e-19,8.348408907e-07,3.908838352e-32,8.348400676e-07,0.0008344290881,0.0008344290882,1,0.0008344290882,0.9999991656,3.780833601e-46,5.419702119e-23,5.419702119e-23,5.419702119e-23,2.977973954e-51,5.419702119e-23,5.419702119e-23,5.419702119e-23,1.687413897e-32,4.951103265e-39,1.687414886e-29,4.951106042e-36,1,1,1,1
3.36466343e-06,3.364361537e-06,50,0.999993271,4.602302502e-103,5.797084345e-12,1000,8.960562021e-15,1.362451641e-20,1.362451641e-20,1,1.362464057e-23,0.9966411395,5.797120024e-09,5.797128984e-09,8.960725318e-15,1,1.362472291e-20,4.757150449e-38,1.096036243e-46,8.960657443e-18,3.0320376e-97,0.9966411453,8.960684744e-18,4.574953204e-29,3.364657624e-06,0.9966411453,8.960655119e-18,3.364657624e-06,4.568004781e-29,3.364646013e-06,0.003358854698,0.003358854707,1.000000006,0.003358854707,0.9999966411,7.220790889e-41,1.362451641e-20,1.362451641e-20,1.362451641e-20,1.671513535e-46,1.362451641e-20,1.362451641e-20,1.362451641e-20,2.068030909e-29,3.13885671e-35,2.068037129e-26,3.138866151e-32,1,1,1,1
5.894485559e-06,5.893573679e-06,50,0.999988212,1.193629882e-100,1.749787952e-11,1000,4.003856519e-14,8.124672169e-20,8.124672169e-20,1,8.124764878e-23,0.9941230301,1.74980387e-08,1.749807874e-08,4.003953883e-14,1,8.124826284e-20,4.977306058e-37,1.47557746e-45,4.003913445e-17,7.818258755e-95,0.9941230475,4.003929749e-17,3.169097655e-28,5.89446802e-06,0.9941230475,4.003909689e-17,5.89446802e-06,3.1632457e-28,5.894432946e-06,0.005876952444,0.005876952484,1.000000017,0.005876952484,0.999994123,8.63811779e-40,8.124672169e-20,8.124672169e-20,8.124672169e-20,3.900433651e-45,8.124672169e-20,8.124672169e-20,8.124672169e-20,1.543620046e-28,2.813935469e-34,1.543625613e-25,2.813945337e-31,1,1,1,1
8.424307687e-06,8.422454072e-06,50,0.9999831533,1.39090971e-97,3.554258123e-11,1000,1.08645843e-13,2.786135871e-19,2.786135871e-19,1,2.786174447e-22,0.9916112711,3.554301247e-08,3.554312112e-08,1.086491814e-13,1,2.786199963e-19,2.805179036e-36,1.051169403e-44,1.08647796e-16,9.151658809e-92,0.9916113065,1.086483559e-16,1.64218167e-27,8.424272035e-06,0.9916113065,1.086476187e-16,8.424272035e-06,1.638851404e-27,8.424200737e-06,0.008388693371,0.008388693479,1.000000036,0.008388693479,0.9999916113,5.510338631e-39,2.786135871e-19,2.786135871e-19,2.786135871e-19,4.960398209e-44,2.786135871e-19,2.786135871e-19,2.786135871e-19,6.420470804e-28,1.377814531e-33,6.420498022e-25,1.377820085e-30,1,1,1,1
1.095412981e-05,1.095100196e-05,50,0.999978095,1.900502006e-95,5.993044988e-11,1000,2.308065501e-13,7.208745098e-19,7.208745098e-19,1,7.208863316e-22,0.9891058619,5.993136446e-08,5.993159527e-08,2.308151861e-13,1,7.208941398e-19,1.131367452e-35,5.2730081e-44,2.308116053e-16,1.238327115e-89,0.9891059216,2.308130563e-16,5.849002696e-27,1.095406965e-05,0.9891059216,2.308110713e-16,1.095406965e-05,5.835466589e-27,1.095394934e-05,0.01089407813,0.01089407836,1.00000006,0.01089407836,0.9999891059,2.492731649e-38,7.208745098e-19,7.208745098e-19,7.208745098e-19,4.379201336e-43,7.208745098e-19,7.208745098e-19,7.208745098e-19,1.96674698e-27,4.886329125e-33,1.966756616e-24,4.886351502e-30,1,1,1,1
3.62523511e-05,3.621819864e-05,50,0.9999275308,8.390671918e-83,6.471182007e-10,1000,1.011219782e-11,1.540231366e-16,1.540231366e-16,1,1.540372632e-19,0.9643954731,6.4715682e-07,6.471669341e-07,1.011402465e-11,1,1.540461951e-16,5.307665349e-31,1.222827611e-37,1.011328231e-14,5.527924398e-78,0.9643961103,1.011359674e-14,5.564752157e-24,3.62516938e-05,0.9643961103,1.011323936e-14,3.62516938e-05,5.481357986e-24,3.625037978e-05,0.03560387971,0.03560388968,1.000000647,0.03560388968,0.9999643955,8.056209412e-33,1.540231366e-16,1.540231366e-16,1.540231366e-16,2.376642395e-38,1.540231366e-16,1.540231366e-16,1.540231366e-16,2.338655192e-24,3.549737475e-29,2.338719768e-21,3.549835493e-26,1,1,1,1
6.155057238e-05,6.145217967e-05,50,0.999877001,2.070678318e-80,1.850853834e-09,1000,4.325974667e-11,8.879708162e-16,8.879708162e-16,1,8.880738251e-19,0.9403023816,1.851016341e-06,1.851059612e-06,4.327026282e-11,1,8.881380805e-16,5.436329766e-30,1.619313946e-36,4.326602446e-14,1.355908068e-75,0.9403041902,4.326786284e-14,3.737758554e-23,6.1548678e-05,0.9403041902,4.326558527e-14,6.1548678e-05,3.669447852e-23,6.154489164e-05,0.05969576737,0.05969580977,1.000001851,0.05969580977,0.9999403023,9.45991609e-32,8.879708162e-16,8.879708162e-16,8.879708162e-16,5.098899573e-37,8.879708162e-16,8.879708162e-16,8.879708162e-16,1.698919629e-23,3.111241106e-28,1.698975271e-20,3.111340266e-25,1,1,1,1
8.684879366e-05,8.665298483e-05,50,0.9998265058,1.996783004e-77,3.65639686e-09,1000,1.143297609e-10,2.975018183e-15,2.975018183e-15,1,2.975439611e-18,0.916811911,3.656818951e-06,3.656933319e-06,1.143649341e-10,1,2.975698803e-15,3.009400433e-29,1.136931434e-35,1.143508791e-13,1.313473325e-72,0.9168154564,1.143571241e-13,1.841457013e-22,8.684502224e-05,0.9168154564,1.143490826e-13,8.684502224e-05,1.804248233e-22,8.683748573e-05,0.0831844321,0.08318454356,1.000003657,0.08318454356,0.9999168118,5.938418588e-31,2.975018183e-15,2.975018183e-15,2.975018183e-15,6.069018859e-36,2.975018183e-15,2.975018183e-15,2.975018183e-15,6.924374475e-23,1.496411662e-27,6.924637269e-20,1.496465836e-24,1,1,1,1
0.0001121470149,0.0001118206568,50,0.9997760449,2.425978582e-75,6.048634719e-09,1000,2.383287164e-10,7.562722663e-15,7.562722663e-15,1,7.563997723e-18,0.8939090103,6.049498651e-06,6.049737077e-06,2.384179604e-10,1,7.564770516e-15,1.19499934e-28,5.629682957e-35,2.383826152e-13,1.578553719e-70,0.893914829,2.383987057e-13,6.345830231e-22,0.0001121407265,0.893914829,2.383776527e-13,0.0001121407265,6.199628152e-22,0.000112128163,0.10608494,0.106085171,1.00000605,0.106085171,0.9998939088,2.64860997e-30,7.562722663e-15,7.562722663e-15,7.562722663e-15,4.983754689e-35,7.562722663e-15,7.562722663e-15,7.562722663e-15,2.087162097e-22,5.229502701e-27,2.087252178e-19,5.22971484e-24,1,1,1,1
0.0002442146504,0.0002426704496,50,0.9995131744,8.236087549e-68,2.752227343e-08,1000,2.281813472e-09,1.612204167e-13,1.612204167e-13,1,1.61288799e-16,0.7833469869,2.752953767e-05,2.753182151e-05,2.283673374e-09,1,1.613238179e-13,4.491433673e-26,1.986309967e-31,2.28299253e-12,1.237492661e-63,0.7833723862,2.283365771e-12,3.712377006e-20,0.0002441848323,0.7833723862,2.282893862e-12,0.0002441848323,3.480884099e-20,0.0002441253277,0.2166254813,0.2166276138,1.000027532,0.2166276138,0.9997833449,2.985864053e-27,1.612204167e-13,1.612204167e-13,1.612204167e-13,6.929718502e-32,1.612204167e-13,1.612204167e-13,1.612204167e-13,1.08430431e-20,7.209248286e-25,1.084392991e-17,7.209837141e-22,1,1,1,1
0.0003762822859,0.0003726244771,50,0.9992512343,5.481497342e-65,6.267519732e-08,1000,8.060210018e-09,8.247629962e-13,8.247629962e-13,1,8.25239731e-16,0.6864945887,6.269802682e-05,6.270609725e-05,8.069605122e-09,1,8.254659183e-13,4.681386765e-25,2.795273735e-30,8.066334582e-12,8.213612105e-61,0.6865499819,8.068337327e-12,2.733294609e-19,0.0003762115005,0.6865499819,8.065926175e-12,0.0003762115005,2.522767009e-19,0.0003760704077,0.3134427052,0.3134500181,1.000062707,0.3134500181,0.9996864873,3.65789701e-26,8.247629962e-13,8.247629962e-13,8.247629962e-13,7.815212091e-31,8.247629962e-13,8.247629962e-13,8.247629962e-13,7.458381474e-20,6.274408291e-24,7.459055209e-17,6.274963745e-21,1,1,1,1
0.0005083499214,0.0005016887711,50,0.9989902186,1.536507406e-62,1.097873178e-07,1000,1.927986612e-08,2.589421192e-12,2.589421192e-12,1,2.591330172e-15,0.6016338363,0.0001098352774,0.000109854589,1.930897382e-08,1,2.592165815e-12,2.627761336e-24,2.065432009e-29,1.929936582e-11,2.293698654e-58,0.6017267067,1.930592648e-11,1.112377555e-18,0.0005082207333,0.6017267067,1.929840297e-11,0.0005082207333,1.009515468e-18,0.0005079635326,0.3982563091,0.3982732933,1.000109857,0.3982732933,0.9996016168,2.376828332e-25,2.589421192e-12,2.589421192e-12,2.589421192e-12,7.706148951e-30,2.589421192e-12,2.589421192e-12,2.589421192e-12,2.948739762e-19,3.014845402e-23,2.949015029e-16,3.015122348e-20,1,1,1,1
0.0006404175569,0.000629869316,50,0.9987301209,1.045020586e-60,1.673683175e-07,1000,3.741828459e-08,6.268926509e-12,6.268926509e-12,1,6.274613508e-15,0.5272733288,0.0001674484054,0.0001674858994,3.748774006e-08,1,6.276894911e-12,1.053039758e-23,1.067227395e-28,3.746611356e-11,1.528344536e-56,0.5274088306,3.748262216e-11,3.313176553e-18,0.0006402125332,0.5274088306,3.746453783e-11,0.0006402125332,2.953471649e-18,0.0006398048311,0.4725591853,0.4725911694,1.000167491,0.4725911694,0.9995272413,1.089472007e-24,6.268926509e-12,6.268926509e-12,6.268926509e-12,4.59771985e-29,6.268926509e-12,6.268926509e-12,6.268926509e-12,8.677870409e-19,1.05238724e-22,8.678655972e-16,1.052483361e-19,1,1,1,1
0.0007724851924,0.0007571720492,50,0.9984709354,3.046907858e-59,2.341242745e-07,1000,6.375738003e-08,1.286684322e-11,1.286684322e-11,0.9999999999,1.288083326e-14,0.4621156274,0.000234238683,0.0002343025936,6.389772649e-08,1,1.288593755e-11,3.374144989e-23,4.331510307e-28,6.385674185e-11,4.295709321e-55,0.4622970718,6.389182985e-11,8.088556869e-18,0.0007721869024,0.4622970718,6.385498051e-11,0.0007721869024,7.077296569e-18,0.0007715944309,0.53765007,0.5377029281,1.000234314,0.5377029281,0.9994620628,3.952783403e-24,1.286684322e-11,1.286684322e-11,1.286684322e-11,1.933799251e-28,1.286684322e-11,1.286684322e-11,1.286684322e-11,2.110122746e-18,2.979131608e-22,2.110293965e-15,2.979389123e-19,1,1,1,1
0.001026627152,0.0009996965395,50,0.9979747207,1.129080197e-56,3.84306776e-07,1000,1.415688705e-07,3.812017381e-11,3.812017381e-11,0.9999999999,3.817592291e-14,0.3585112959,0.0003844697787,0.0003846117882,1.419712747e-07,1,3.819225602e-11,2.163323153e-22,4.705725232e-27,1.418693626e-10,9.589256657e-53,0.3587851951,1.419795004e-10,3.15089283e-17,0.00102610035,0.3587851951,1.418718152e-10,0.00102610035,2.65161754e-17,0.00102505636,0.6411040922,0.6412148049,1.000384643,0.6412148049,0.9993584006,3.296129407e-23,3.812017381e-11,3.812017381e-11,3.812017381e-11,1.797848539e-27,3.812017381e-11,3.812017381e-11,3.812017381e-11,8.232081744e-18,1.516447771e-21,8.232364703e-15,1.516528383e-18,1,1,1,1
0.001280769111,0.001239033856,50,0.9974818188,5.178827215e-55,5.576963049e-07,1000,2.603994025e-07,8.820423343e-11,8.820423343e-11,0.9999999997,8.836783128e-14,0.2781479663,0.0005578361166,0.0005580975041,2.612990348e-07,0.9999999999,8.840515848e-11,9.091706439e-22,2.844588707e-26,2.611068327e-10,4.225569443e-51,0.2785139065,2.61373981e-10,9.031406522e-17,0.001279949277,0.2785139065,2.61127964e-10,0.001279949277,7.318551913e-17,0.00127832821,0.7212939362,0.7214860935,1.000558166,0.7214860935,0.9992779557,1.670976226e-22,8.820423343e-11,8.820423343e-11,8.820423343e-11,9.160731248e-27,8.820423343e-11,8.820423343e-11,8.820423343e-11,2.373213236e-17,5.382038582e-21,2.37312471e-14,5.382056818e-18,1,1,1,1
0.001534911071,0.001475225068,50,0.9969921879,1.161916471e-53,7.491740728e-07,1000,4.252988998e-07,1.742611831e-10,1.742611831e-10,0.9999999996,1.746552376e-13,0.2158484439,0.0007491553791,0.0007495825681,4.270142235e-07,0.9999999998,1.747216196e-10,2.93858186e-21,1.240018296e-25,4.2671703e-10,9.035217841e-50,0.2163016619,4.272656698e-10,2.128431356e-16,0.001533733697,0.2163016619,4.267854026e-10,0.001533733697,1.66204462e-16,0.001531410867,0.7834019736,0.7836983381,1.000749713,0.7836983381,0.9992155519,6.305880742e-22,1.742611831e-10,1.742611831e-10,1.742611831e-10,3.425594824e-26,1.742611831e-10,1.742611831e-10,1.742611831e-10,5.630314453e-17,1.517727192e-20,5.629558474e-14,1.517630537e-17,1,1,1,1
0.00178905303,0.001708310722,50,0.9965057866,1.62872772e-52,9.547531164e-07,1000,6.401901166e-07,3.085319923e-10,3.085319923e-10,0.9999999994,3.09359197e-13,0.1675658219,0.0009543766658,0.000955020094,6.431186518e-07,0.9999999997,3.094523264e-10,7.939207726e-21,4.358622022e-25,6.427319595e-10,1.195860988e-48,0.168099096,6.4373502e-10,4.380364918e-16,0.001787453629,0.168099096,6.428942843e-10,0.001787453629,3.297328084e-16,0.001784305205,0.8314791581,0.8319009041,1.000955241,0.8319009041,0.9991671439,1.952101482e-21,3.085319923e-10,3.085319923e-10,3.085319923e-10,1.042903011e-25,3.085319923e-10,3.085319923e-10,3.085319923e-10,1.166518757e-16,3.651975726e-20,1.166218361e-13,3.651430625e-17,1,1,1,1
0.00204319499,0.001938330845,50,0.996022574,1.619969655e-51,1.171330021e-06,1000,9.081159518e-07,5.041111653e-10,5.041111653e-10,0.9999999991,5.056801234e-13,0.1301387104,0.001170335477,0.001171248711,9.127277584e-07,0.9999999995,5.057743926e-10,1.879086112e-20,1.308472308e-24,9.123125191e-10,1.11641596e-47,0.1307436362,9.139959995e-10,8.160467707e-16,0.002041109088,0.1307436362,9.126369765e-10,0.002041109088,5.923527329e-16,0.002037012086,0.868690041,0.8692563639,1.001171595,0.8692563639,0.999129572,5.223235811e-21,5.041111653e-10,5.041111653e-10,5.041111653e-10,2.726109932e-25,5.041111653e-10,5.041111653e-10,5.041111653e-10,2.187458367e-16,7.816666737e-20,2.186567904e-13,7.814682067e-17,1,1,1,1
0.002297336949,0.002165324944,50,0.9955425098,1.237073873e-50,1.396510261e-06,1000,1.23141343e-06,7.747749802e-10,7.747749802e-10,0.9999999988,7.775276515e-13,0.1011182267,0.001394580534,0.001395819555,1.238243799e-06,0.9999999992,7.775572785e-10,4.01408275e-20,3.474618941e-24,1.237920618e-09,7.975519508e-47,0.1017861174,1.240567217e-09,1.408622607e-15,0.00229470009,0.1017861174,1.23849951e-09,0.00229470009,9.864255386e-16,0.002289532364,0.897485954,0.8982138828,1.001396329,0.8982138828,0.9991003898,1.247898234e-20,7.747749802e-10,7.747749802e-10,7.747749802e-10,6.33310561e-25,7.747749802e-10,7.747749802e-10,7.747749802e-10,3.7999473e-16,1.52860274e-19,3.797734999e-13,1.528025544e-16,1,1,1,1
0.002606460071,0.002437404533,50,0.9949627747,1.229754661e-49,1.679361214e-06,1000,1.701851159e-06,1.2258941e-09,1.2258941e-09,0.9999999983,1.230919036e-12,0.07443847428,0.001675792975,0.00167750639,1.712183932e-06,0.9999999988,1.2306915e-09,9.071680668e-20,1.005594273e-23,1.712241071e-09,6.942961514e-46,0.07517166573,1.716526125e-09,2.526171338e-15,0.002603066203,0.07517166573,1.713291805e-09,0.002603066203,1.694614194e-15,0.002596432661,0.9238840195,0.9248283345,1.001678273,0.9248283345,0.9990734934,3.198800463e-20,1.2258941e-09,1.2258941e-09,1.2258941e-09,1.562115674e-24,1.2258941e-09,1.2258941e-09,1.2258941e-09,6.865277561e-16,3.14285199e-19,6.859584118e-13,3.141105349e-16,1,1,1,1
0.002915583193,0.002705134015,50,0.9943875683,8.669961311e-49,1.969754068e-06,1000,2.259220012e-06,1.835819817e-09,1.835819817e-09,0.9999999977,1.844363902e-12,0.05485864958,0.001963922067,0.001966197931,2.274019593e-06,0.9999999982,1.843533749e-09,1.862722031e-19,2.580555958e-23,2.274897605e-09,4.471920474e-45,0.05564588197,2.28143849e-09,4.227966711e-15,0.002911337008,0.05564588197,2.276646034e-09,0.002911337008,2.719594209e-15,0.002903059622,0.9431751527,0.9443541182,1.001967292,0.9443541182,0.9990536786,7.357537197e-20,1.835819817e-09,1.835819817e-09,1.835819817e-09,3.455507822e-24,1.835819817e-09,1.835819817e-09,1.835819817e-09,1.157132059e-15,5.945586929e-19,1.155848531e-12,5.941072829e-16,1,1,1,1
0.003224706314,0.002968581489,50,0.9938168209,4.906904586e-48,2.265878695e-06,1000,2.905237738e-06,2.631720815e-09,2.631720815e-09,0.9999999971,2.645449542e-12,0.04050327546,0.002257090549,0.002260018734,2.925539998e-06,0.9999999974,2.643455311e-09,3.541893395e-19,6.009197972e-23,2.927855674e-09,2.346752375e-44,0.04133470818,2.937383885e-09,6.698361621e-15,0.003219512533,0.04133470818,2.9305807e-09,0.003219512533,4.135819099e-15,0.003209414721,0.9572367061,0.9586652921,1.002261515,0.9586652921,0.9990390732,1.550864082e-19,2.631720815e-09,2.631720815e-09,2.631720815e-09,7.011507011e-24,2.631720815e-09,2.631720815e-09,2.631720815e-09,1.845458274e-15,1.052350108e-18,1.842839319e-12,1.051312362e-15,1,1,1,1
0.003533829436,0.003227813986,50,0.9932504643,2.354505491e-47,2.566395724e-06,1000,3.641153634e-06,3.641201593e-09,3.641201593e-09,0.9999999963,3.66226778e-12,0.0299795285,0.002553904292,0.002557576005,3.668051287e-06,0.9999999963,3.658265872e-09,6.326019638e-19,1.292791686e-22,3.672615871e-09,1.049257064e-43,0.03084674649,3.685978825e-09,1.014950137e-14,0.003527592809,0.03084674649,3.676651195e-09,0.003527592809,6.021636969e-15,0.00351549941,0.9674628958,0.9691532538,1.002559553,0.9691532538,0.9990282872,3.044416138e-19,3.641201593e-09,3.641201593e-09,3.641201593e-09,1.326934613e-23,3.641201593e-09,3.641201593e-09,3.641201593e-09,2.813766456e-15,1.764276939e-18,2.808822946e-12,1.762097744e-15,1,1,1,1
0.003842952558,0.003482897488,50,0.9926884311,9.874514417e-47,2.870320815e-06,1000,4.467863813e-06,4.892188797e-09,4.892188797e-09,0.9999999955,4.92330202e-12,0.02225957622,0.002853334527,0.002857841942,4.502494309e-06,0.9999999951,4.916095495e-09,1.072643039e-18,2.603828002e-22,4.510328232e-09,4.110619614e-43,0.02315551634,4.528490681e-09,1.482134698e-14,0.003835577865,0.02315551634,4.516063632e-09,0.003835577865,8.458276235e-15,0.003821315118,0.9748825822,0.976844484,1.002860383,0.976844484,0.9990202951,5.632920936e-19,4.892188797e-09,4.892188797e-09,4.892188797e-09,2.370956498e-23,4.892188797e-09,4.892188797e-09,4.892188797e-09,4.133049599e-15,2.827559366e-18,4.124285402e-12,2.823303541e-15,1,1,1,1
0.004152075679,0.003733896948,50,0.992130655,3.696499603e-46,3.176939585e-06,1000,5.385995931e-06,6.412847821e-09,6.412847821e-09,0.9999999946,6.457344318e-12,0.01659379987,0.003154630974,0.003160066956,5.429531488e-06,0.9999999935,6.445307734e-09,1.740780873e-18,4.959576151e-22,5.44187629e-09,1.440520399e-42,0.01751263837,5.465921475e-09,2.098171681e-14,0.004143467731,0.01751263837,5.449758585e-09,0.004143467731,1.152913485e-14,0.004126863256,0.9802461335,0.982487362,1.003163256,0.982487362,0.9990143494,9.913718317e-19,6.412847821e-09,6.412847821e-09,6.412847821e-09,4.036736279e-23,6.412847821e-09,6.412847821e-09,6.412847821e-09,5.883127097e-15,4.362687297e-18,5.86837226e-12,4.354857972e-15,1,1,1,1
0.004461198801,0.003980876298,50,0.9915770708,1.25515826e-45,3.485734616e-06,1000,6.395981887e-06,8.231511458e-09,8.231511458e-09,0.9999999935,8.293424438e-12,0.01243658199,0.003457247557,0.00346370546,6.449621102e-06,0.9999999917,8.274425391e-09,2.721252723e-18,9.004476317e-22,6.467949051e-09,4.588965183e-42,0.01337358521,6.499079496e-09,2.892645485e-14,0.004451262435,0.01337358521,6.478482779e-09,0.004451262435,1.531934251e-14,0.004432145211,0.9840997129,0.9866264152,1.003467631,0.9866264152,0.9990099059,1.671594994e-18,8.231511458e-09,8.231511458e-09,8.231511458e-09,6.596074115e-23,8.231511458e-09,8.231511458e-09,8.231511458e-09,8.152725922e-15,6.5161436e-18,8.128940846e-12,6.502444673e-15,1,1,1,1
0.004772963724,0.004225958492,50,0.9910229362,3.922190437e-45,3.798991715e-06,1000,7.507929288e-06,1.039644768e-08,1.039644768e-08,0.9999999924,1.048079082e-11,0.00936812843,0.00376338347,0.003770966925,7.572992068e-06,0.9999999895,1.045201253e-08,4.132538229e-18,1.574988799e-21,7.599087714e-09,1.351888654e-41,0.01031959413,7.638703568e-09,3.907563213e-14,0.004761591233,0.01031959413,7.612865635e-09,0.004761591233,1.995847552e-14,0.004739767924,0.986860905,0.9896804063,1.003775724,0.9896804063,0.9990065438,2.726505447e-18,1.039644768e-08,1.039644768e-08,1.039644768e-08,1.044174909e-22,1.039644768e-08,1.039644768e-08,1.039644768e-08,1.106717644e-14,9.492209375e-18,1.103009348e-11,9.469148501e-15,1,1,1,1
